Id,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,TotalBsmtSF,stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
1091,3,1950,1950,TA,TA,NA,0,1040,1040,2,TA,6,0,1987,2,400,2009,92900
1092,7,1999,2000,Gd,TA,Gd,600,624,1252,2,Gd,4,0,1999,2,462,2008,160000
1093,6,1925,1950,TA,TA,TA,1181,1390,1694,2,TA,7,1,1925,2,576,2008,136500
1094,5,1965,1998,TA,TA,TA,864,1200,1200,1,Gd,6,0,1977,2,884,2006,146000
1095,5,1956,2000,TA,TA,TA,936,936,936,1,TA,4,0,1956,1,308,2010,129000
1096,6,2006,2006,Gd,TA,Gd,1314,1314,1314,2,Gd,6,1,2006,2,440,2007,176432
1097,6,1914,2006,TA,TA,TA,684,773,1355,1,Gd,7,0,NaN,0,0,2007,127000
1098,8,1986,1986,Gd,TA,Gd,1074,1088,1088,1,Gd,5,0,1987,2,461,2007,170000
1099,4,1936,1950,TA,TA,TA,672,757,1324,1,TA,6,0,1936,1,240,2009,128000
1100,7,1978,1978,TA,TA,Gd,1271,1601,1601,2,TA,7,1,1978,2,478,2009,157000
1101,2,1920,1950,TA,TA,TA,290,438,438,1,Fa,3,0,1930,1,246,2009,60000
1102,5,1971,1971,TA,TA,TA,950,950,950,1,TA,5,0,1981,1,280,2007,119500
1103,5,1960,2002,TA,TA,TA,1010,1134,1134,1,TA,6,0,1960,1,254,2007,135000
1104,6,1959,1959,TA,TA,TA,655,1194,1194,1,TA,6,1,1954,2,539,2006,159500
1105,5,1970,1970,TA,TA,TA,630,630,1302,2,TA,6,0,1970,2,440,2007,106000
1106,8,1994,1995,Gd,TA,Ex,1463,1500,2622,2,Gd,9,2,1994,2,712,2010,325000
1107,7,1990,1991,Gd,TA,Gd,910,1442,1442,2,Gd,6,1,1990,2,719,2007,179900
1108,7,2006,2006,Gd,TA,Ex,868,887,2021,2,Gd,9,1,2006,2,422,2006,274725
1109,6,2000,2000,TA,TA,Gd,924,948,1690,2,TA,7,1,2000,2,463,2007,181000
1110,8,2004,2005,Gd,TA,Ex,1836,1836,1836,2,Gd,7,1,2004,3,862,2009,280000
1111,6,1995,1996,TA,TA,Gd,773,773,1658,2,TA,8,1,1995,2,431,2008,188000
1112,7,1976,1976,TA,TA,TA,803,1098,1964,2,TA,8,1,1976,2,483,2008,205000
1113,5,1957,1957,TA,TA,TA,816,816,816,1,TA,5,0,1957,1,308,2006,129900
1114,5,1953,2006,TA,TA,TA,1008,1008,1008,1,Gd,6,0,1953,1,240,2007,134500
1115,5,1954,2000,TA,Gd,TA,833,833,833,1,Gd,4,0,1955,1,326,2006,117000
1116,8,2007,2007,Gd,TA,Ex,1734,1734,1734,2,Ex,7,1,2007,3,928,2007,318000
1117,8,2002,2002,Gd,TA,Gd,408,779,1419,2,Gd,7,1,2002,2,527,2009,184100
1118,5,1967,2003,TA,TA,TA,894,894,894,1,Gd,5,0,1967,2,450,2008,130000
1119,5,1958,1987,TA,Gd,TA,533,1021,1601,1,TA,6,0,1958,1,300,2008,140000
1120,5,1959,1959,TA,TA,TA,1040,1040,1040,1,TA,6,0,1959,1,286,2006,133700
1121,6,1920,1950,TA,TA,TA,1012,1012,1012,1,TA,6,1,1920,1,308,2007,118400
1122,7,2005,2006,Gd,TA,Gd,1552,1552,1552,2,Gd,7,0,2005,3,782,2006,212900
1123,4,1956,1956,TA,TA,TA,672,960,960,1,TA,5,0,1956,1,288,2009,112000
1124,5,1947,2008,TA,Ex,TA,698,698,698,1,TA,4,0,NaN,0,0,2009,118000
1125,7,1992,1992,TA,TA,Gd,384,812,1482,2,Gd,7,1,1992,2,392,2007,163900
1126,4,1955,1955,TA,TA,TA,1005,1005,1005,1,Fa,5,1,1977,2,672,2009,115000
1127,7,2007,2007,Gd,TA,Gd,1373,1555,1555,2,Gd,7,1,2007,3,660,2009,174000
1128,7,2004,2004,Gd,TA,Gd,1530,1530,1530,2,Gd,7,1,2004,3,630,2007,259000
1129,7,2004,2005,Gd,TA,Gd,847,847,1959,2,Gd,8,1,2004,2,434,2007,215000
1130,5,1980,1980,TA,TA,Gd,936,936,936,1,TA,4,0,1980,2,672,2007,140000
1131,4,1928,1950,TA,TA,TA,1122,1328,1981,2,Gd,7,2,1981,2,576,2009,135000
1132,5,1991,1992,TA,TA,Gd,974,974,974,1,TA,5,0,NaN,0,0,2007,93500
1133,6,1880,1950,TA,TA,TA,1008,1178,2210,2,Fa,8,0,1930,1,205,2007,117500
1134,8,1995,1995,Gd,TA,Gd,1128,1142,2020,2,Gd,8,1,1995,2,466,2009,239500
1135,6,1997,1997,TA,TA,Gd,916,916,1600,2,TA,7,1,1997,2,460,2007,169000
1136,6,1926,1950,TA,TA,TA,960,986,986,1,TA,5,1,1926,1,180,2007,102000
1137,6,1950,1950,TA,TA,TA,1032,1032,1252,1,TA,6,0,1950,1,288,2008,119000
1138,5,1875,1996,TA,Gd,TA,780,780,1020,1,TA,6,0,NaN,0,0,2010,94000
1139,6,1977,1977,TA,TA,TA,1567,1567,1567,2,Gd,5,2,1977,2,714,2009,196000
1140,5,1920,1950,TA,Fa,TA,915,1167,1167,1,TA,6,1,1972,2,495,2007,144000
1141,5,1951,1951,TA,TA,TA,952,952,952,1,TA,4,0,1988,2,840,2008,139000
1142,5,1976,1976,TA,Gd,TA,780,1088,1868,2,Gd,9,1,1976,2,484,2009,197500
1143,8,2006,2007,Gd,TA,Ex,1466,1466,2828,3,Gd,11,1,2006,3,1052,2007,424870
1144,5,1959,1959,TA,TA,TA,1006,1006,1006,1,TA,5,0,NaN,0,0,2008,80000
1145,4,1941,1950,TA,Fa,Gd,672,672,924,1,Fa,5,0,1941,1,280,2010,80000
1146,5,1928,1950,TA,TA,TA,1042,1042,1576,1,TA,8,1,1928,1,225,2006,149000
1147,6,1985,1985,Gd,TA,Gd,1298,1298,1298,2,Gd,5,1,1985,2,403,2006,180000
1148,7,1941,1950,TA,TA,TA,704,860,1564,1,Fa,7,1,1941,1,234,2009,174500
1149,7,1926,1950,TA,TA,TA,572,572,1111,1,TA,5,1,1982,1,288,2008,116900
1150,7,1920,1988,TA,Gd,TA,650,832,1482,1,TA,7,0,1930,2,324,2009,143000
1151,6,1950,1950,TA,TA,TA,932,932,932,1,Gd,4,1,1950,1,306,2007,124000
1152,5,1959,1959,TA,TA,TA,1466,1466,1466,1,Fa,6,2,1959,2,528,2006,149900
1153,6,1956,2004,TA,TA,TA,1073,1811,1811,1,Ex,6,1,1956,2,470,2006,230000
1154,6,1930,2007,Gd,Gd,TA,816,816,816,1,TA,5,0,2002,1,432,2008,120500
1155,7,1965,1988,TA,TA,TA,864,902,1820,1,Gd,8,2,1965,2,492,2008,201800
1156,5,1976,2004,Gd,Gd,Gd,1437,1437,1437,2,Gd,6,1,1976,2,528,2007,218000
1157,5,1965,1999,TA,Gd,TA,1219,1265,1265,2,Gd,6,1,1965,2,502,2008,179900
1158,7,2007,2008,Gd,TA,Gd,1314,1314,1314,2,Gd,6,1,2008,2,626,2009,230000
1159,8,2007,2008,Gd,TA,Gd,1580,1580,1580,2,Gd,7,0,2008,3,830,2008,235128
1160,6,1974,1974,Gd,TA,TA,901,943,1876,2,Gd,8,1,1974,2,540,2008,185000
1161,6,1978,1978,TA,TA,Gd,855,855,1456,2,TA,7,1,1978,2,440,2010,146000
1162,6,1954,2006,Gd,TA,TA,1296,1640,1640,1,Gd,7,1,1993,2,924,2008,224000
1163,5,1968,1968,TA,TA,Gd,894,894,894,1,TA,5,1,1968,2,450,2007,129000
1164,4,1969,1969,TA,TA,Gd,1198,1258,1258,0,TA,6,0,1969,2,400,2008,108959
1165,5,1978,1978,TA,TA,Gd,1360,1432,1432,1,Gd,5,1,1978,2,588,2007,194000
1166,7,2009,2009,Gd,TA,Gd,1502,1502,1502,2,Gd,7,0,2009,2,644,2009,233170
1167,8,2008,2008,Gd,TA,Gd,1694,1694,1694,2,Gd,7,0,2008,3,776,2010,245350
1168,6,2000,2000,TA,TA,Gd,959,959,1671,2,TA,7,1,2000,2,472,2006,173000
1169,6,1935,1986,TA,TA,TA,1127,1236,2108,2,Gd,7,2,1935,2,540,2008,235000
1170,10,1995,1996,Gd,Gd,Ex,1930,1831,3627,3,Gd,10,1,1995,3,807,2006,625000
1171,6,1977,1977,TA,TA,TA,1096,1118,1118,1,TA,6,1,1977,1,358,2008,171000
1172,6,1958,1958,TA,TA,TA,1261,1261,1261,1,TA,6,1,1958,2,433,2008,163000
1173,7,2006,2007,Gd,TA,Gd,625,625,1250,2,Gd,5,0,2006,2,625,2008,171900
1174,5,1946,1994,TA,TA,TA,1598,1636,3086,3,Ex,12,1,NaN,0,0,2007,200500
1175,6,1932,1950,TA,TA,Gd,952,1170,2345,2,TA,9,1,1932,2,360,2006,239000
1176,8,1992,2000,Gd,TA,Gd,1683,2129,2872,2,Gd,9,1,1992,2,541,2007,285000
1177,5,1984,1985,TA,TA,TA,876,923,923,1,TA,5,0,1984,1,264,2008,119500
1178,6,1926,2004,TA,TA,TA,818,818,1224,1,TA,5,0,1926,1,210,2009,115000
1179,5,1921,1950,TA,TA,TA,731,820,1343,1,TA,7,1,1921,1,186,2009,154900
1180,5,1954,1954,TA,TA,NA,0,1124,1124,1,TA,5,1,NaN,0,0,2006,93000
1181,7,1990,1991,TA,TA,Gd,1216,1298,2514,2,TA,8,0,1990,2,693,2006,250000
1182,8,2008,2008,Ex,TA,Ex,1600,1652,1652,2,Gd,5,1,2008,2,482,2008,392500
1183,10,1996,1996,Gd,TA,Ex,2396,2411,4476,3,Ex,10,2,1996,3,813,2007,745000
1184,5,1920,1950,TA,TA,TA,1120,1130,1130,1,TA,5,1,1970,2,720,2006,120000
1185,5,1963,1963,TA,TA,TA,1572,1572,1572,1,TA,5,2,1963,3,995,2007,186700
1186,5,1924,1950,TA,Gd,TA,784,949,1221,1,TA,7,0,1965,1,392,2006,104900
1187,3,1900,1970,TA,TA,Fa,978,1014,1699,2,TA,7,0,1920,2,420,2009,95000
1188,8,1994,1995,Gd,TA,Gd,1624,1624,1624,2,Gd,5,1,1994,3,757,2006,262000
1189,7,2002,2002,Gd,TA,Gd,831,831,1660,2,Gd,7,0,2002,2,493,2009,195000
1190,7,1999,1999,TA,TA,TA,994,1028,1804,2,Gd,7,1,1999,2,442,2010,189000
1191,4,1961,1975,TA,Gd,TA,1249,1622,1622,1,TA,7,1,1975,4,1356,2007,168000
1192,8,1999,2000,Gd,TA,Gd,776,764,1441,2,Gd,5,0,1999,2,492,2007,174000
1193,5,1925,1994,TA,TA,TA,702,842,1472,1,Gd,6,0,1925,1,250,2007,125000
1194,6,1999,1999,TA,TA,Ex,1224,1224,1224,2,TA,5,0,1999,2,402,2009,165000
1195,6,1969,1969,TA,TA,TA,663,663,1352,1,TA,7,0,1969,1,299,2010,158000
1196,6,2005,2005,TA,TA,Gd,728,728,1456,2,Gd,8,0,2005,2,400,2008,176000
1197,7,2006,2006,Gd,TA,Gd,879,879,1863,2,Gd,9,1,2006,3,660,2006,219210
1198,7,1916,1950,TA,TA,TA,815,815,1690,1,TA,7,1,1916,1,225,2006,144000
1199,7,2001,2001,Gd,TA,Gd,1212,1212,1212,2,Gd,6,0,2001,2,573,2009,178000
1200,4,1963,1979,TA,TA,TA,1051,1382,1382,1,TA,6,1,1974,2,459,2006,148000
1201,4,1970,1970,TA,TA,TA,864,864,864,1,TA,5,0,1972,1,280,2006,116050
1202,7,1998,1998,TA,TA,Gd,866,866,1779,2,Gd,6,0,1998,2,546,2009,197900
1203,5,1925,1997,TA,TA,TA,884,884,1348,1,TA,5,1,1960,1,216,2009,117000
1204,7,2000,2001,Gd,TA,Gd,1630,1630,1630,2,Gd,6,1,2000,2,451,2009,213000
1205,5,1975,1975,TA,TA,Gd,1056,1074,1074,1,TA,6,0,1975,2,495,2006,153500
1206,7,1990,1991,Gd,TA,Gd,2158,2196,2196,2,Gd,7,1,1990,3,701,2009,271900
1207,4,1966,1966,TA,TA,TA,1056,1056,1056,1,TA,5,0,1966,1,384,2006,107000
1208,6,2003,2003,Gd,TA,Gd,1682,1700,1700,2,Gd,7,0,2003,2,544,2006,200000
1209,5,1962,1980,TA,Gd,TA,931,1283,1283,1,TA,6,0,1980,2,506,2008,140000
1210,8,2006,2006,Gd,TA,Ex,1660,1660,1660,2,Gd,8,1,2006,2,500,2006,290000
1211,6,1992,1992,Gd,TA,Gd,1055,1055,1845,2,Gd,8,1,1992,2,462,2010,189000
1212,8,1988,2005,Gd,TA,Gd,559,1080,1752,2,TA,8,0,1988,2,492,2010,164000
1213,4,1941,1950,TA,TA,TA,672,672,672,1,TA,4,0,1941,1,234,2009,113000
1214,4,1965,2001,TA,Gd,TA,648,960,960,0,TA,3,0,1965,1,364,2006,145000
1215,5,1962,1962,TA,TA,TA,925,999,999,1,TA,6,0,1962,1,300,2006,134500
1216,5,1966,1966,TA,TA,TA,894,894,894,1,TA,5,0,1966,1,384,2007,125000
1217,6,1978,1978,TA,TA,NA,0,1318,1902,2,TA,8,0,1978,2,539,2010,112000
1218,8,2009,2009,Gd,TA,Gd,1300,1314,1314,2,Gd,6,0,2009,2,552,2009,229456
1219,4,1947,1950,TA,TA,NA,0,672,912,1,TA,3,0,NaN,0,0,2006,80500
1220,6,1971,1971,TA,TA,TA,672,672,1218,1,TA,7,0,NaN,0,0,2006,91500
1221,5,1964,1964,TA,TA,TA,912,912,912,1,TA,5,0,1964,1,288,2006,115000
1222,5,1968,1968,TA,TA,TA,952,1211,1211,1,TA,5,1,1968,1,322,2008,134000
1223,6,1949,1950,TA,TA,TA,1040,1168,1846,2,TA,7,1,1949,1,315,2007,143000
1224,5,1951,1951,TA,TA,TA,2136,2136,2136,2,TA,7,0,1951,2,528,2006,137900
1225,7,2004,2005,Gd,TA,Gd,788,788,1490,2,Gd,8,1,2004,2,388,2008,184000
1226,6,1958,1958,TA,Gd,TA,588,1138,1138,1,TA,6,0,1958,1,264,2007,145000
1227,6,2007,2007,Gd,TA,Gd,894,894,1933,2,Gd,9,1,2007,3,668,2008,214000
1228,5,1965,2008,TA,TA,TA,912,912,912,1,Gd,5,0,1992,2,576,2008,147000
1229,9,2008,2008,Ex,TA,Ex,1702,1702,1702,1,Ex,7,1,2008,3,1052,2008,367294
1230,5,1960,1960,TA,TA,TA,1075,1507,1507,2,TA,7,0,1960,1,404,2008,127000
1231,5,1977,1977,TA,TA,Gd,1361,1361,2620,2,TA,12,1,1977,2,600,2007,190000
1232,5,1962,1962,TA,TA,TA,1106,1190,1190,1,TA,6,0,1962,2,540,2006,132500
1233,4,1962,1962,TA,TA,NA,0,1224,1224,2,TA,6,0,1962,2,462,2007,101800
1234,5,1959,1959,TA,TA,TA,1188,1188,1188,1,TA,6,0,1959,2,531,2010,142000
1235,5,1911,1950,TA,TA,TA,940,1024,1964,1,TA,7,0,NaN,0,0,2008,130000
1236,5,1914,1950,TA,TA,Gd,747,892,1784,1,TA,9,0,1914,1,180,2006,138887
1237,7,2003,2003,Gd,TA,Gd,764,764,1626,2,Gd,6,0,2003,2,474,2010,175500
1238,7,2004,2005,Gd,TA,Gd,847,847,1948,2,Gd,8,1,2004,2,434,2006,195000
1239,6,2005,2005,Gd,TA,Gd,1141,1141,1141,1,TA,6,0,2005,2,484,2006,142500
1240,8,2006,2006,Gd,TA,Gd,1476,1484,1484,2,Ex,6,1,2006,2,472,2007,265900
1241,7,2003,2003,Gd,TA,Gd,884,884,1768,2,Gd,8,0,2003,2,543,2008,224900
1242,7,2007,2007,Gd,TA,Gd,1689,1689,1689,2,Gd,7,0,2007,3,954,2007,248328
1243,7,1974,1974,TA,TA,Gd,1053,1173,1173,2,Gd,6,2,1974,2,528,2010,170000
1244,10,2006,2006,Ex,TA,Ex,2076,2076,2076,2,Ex,7,1,2006,3,850,2006,465000
1245,8,1929,1950,TA,TA,Gd,792,792,1517,1,Gd,7,2,1931,2,400,2006,230000
1246,6,1984,2003,TA,TA,Gd,585,1140,1868,3,TA,7,1,1984,2,477,2007,178000
1247,7,2005,2006,Gd,TA,Gd,756,756,1553,2,Gd,6,0,2005,2,615,2006,186500
1248,6,1976,1976,TA,TA,TA,1012,1034,1034,1,TA,6,0,1976,3,888,2010,169900
1249,6,1917,1950,TA,TA,Gd,735,1134,2058,1,TA,8,1,1950,2,396,2008,129500
1250,5,1950,1950,TA,TA,TA,876,988,988,1,TA,6,0,1950,1,276,2007,119000
1251,7,1968,1968,Gd,TA,TA,2110,2110,2110,2,Ex,8,2,1968,2,522,2010,244000
1252,7,2003,2003,Gd,TA,Gd,1405,1405,1405,2,Gd,6,1,2003,2,478,2006,171750
1253,5,1968,1968,TA,TA,TA,864,874,874,1,TA,5,0,1968,1,288,2009,130000
1254,7,1974,2003,Gd,TA,TA,1192,1516,2167,2,Gd,9,2,1974,2,518,2007,294000
1255,7,2003,2004,Gd,TA,Gd,746,760,1656,2,Gd,7,1,2003,2,397,2008,165400
1256,6,1931,1950,TA,TA,TA,884,959,1367,1,TA,6,1,1978,1,560,2007,127500
1257,8,1994,1994,Gd,TA,Gd,1986,1987,1987,2,Gd,7,1,1994,2,691,2008,301500
1258,5,1922,1950,TA,TA,Fa,864,864,864,1,TA,4,0,NaN,0,0,2009,99900
1259,7,2005,2005,Gd,TA,Gd,856,1166,1166,2,Gd,5,0,2005,2,400,2008,190000
1260,6,1969,1969,TA,TA,Gd,1054,1054,1054,1,TA,6,0,1969,2,460,2008,151000
1261,6,1999,1999,TA,TA,Gd,841,892,1675,2,TA,7,1,1999,2,502,2009,181000
1262,5,1956,1956,TA,TA,TA,1050,1050,1050,1,TA,5,0,1956,1,338,2009,128900
1263,4,1957,1989,TA,TA,TA,1104,1104,1788,1,TA,8,2,1957,1,304,2009,161500
1264,6,1919,1950,TA,TA,TA,764,1060,1824,1,TA,8,1,1940,2,520,2007,180500
1265,6,1998,1999,Gd,TA,Gd,1405,1337,1337,2,Gd,5,0,1998,2,511,2008,181000
1266,7,1999,1999,Gd,TA,Gd,691,713,1452,2,Gd,6,0,1999,2,506,2006,183900
1267,7,1910,1950,Fa,TA,TA,925,964,1889,1,TA,9,1,1960,1,308,2007,122000
1268,9,2008,2009,Ex,TA,Ex,2002,2018,2018,2,Ex,10,1,2009,3,746,2010,378500
1269,8,1935,1997,TA,Gd,TA,728,1968,3447,3,Gd,11,2,1982,3,1014,2008,381000
1270,5,1958,1958,TA,TA,TA,874,874,1524,1,TA,7,0,1958,1,315,2007,144000
1271,7,1979,1979,Gd,TA,Gd,1332,1332,1524,0,Gd,4,1,1979,2,586,2010,260000
1272,6,1968,1968,TA,TA,TA,1489,1489,1489,2,Gd,7,1,1968,2,462,2009,185750
1273,5,1965,1965,TA,TA,TA,935,935,935,1,TA,5,0,1965,1,288,2006,137000
1274,6,1959,2006,TA,TA,TA,1019,1357,1357,1,Ex,5,1,1959,1,312,2008,177000
1275,5,1910,2003,TA,TA,TA,661,661,1250,2,TA,8,1,1985,2,552,2007,139000
1276,5,1948,1950,TA,TA,TA,928,928,1920,2,TA,10,0,1948,2,400,2007,137000
1277,6,1972,1972,TA,TA,TA,723,735,1395,1,TA,6,1,1972,2,497,2009,162000
1278,6,1967,1976,TA,TA,Gd,1680,1724,1724,1,TA,7,1,1967,2,480,2009,197900
1279,8,2002,2002,Gd,TA,Gd,1128,1128,2031,2,Gd,7,1,2002,2,577,2008,237000
1280,4,1920,1950,TA,Gd,TA,698,698,1128,1,TA,6,0,1980,2,528,2010,68400
1281,7,2002,2002,Gd,TA,Gd,1573,1573,1573,2,Gd,6,0,2002,2,544,2009,227000
1282,7,1990,1990,TA,TA,Gd,1309,1339,1339,2,TA,6,1,1990,2,484,2006,180000
1283,5,1977,2008,TA,TA,Gd,1040,1040,1040,2,Gd,5,0,1977,2,484,2009,150500
1284,6,1971,1971,TA,TA,TA,912,912,1824,2,TA,8,0,NaN,0,0,2010,139000
1285,6,1919,1990,TA,TA,TA,804,1699,2447,2,Gd,10,1,1969,1,336,2010,169000
1286,6,1939,1950,TA,Fa,TA,780,825,1412,1,TA,6,1,1939,1,280,2009,132500
1287,6,1963,1963,TA,TA,TA,1328,1328,1328,1,TA,6,2,1963,2,528,2010,143000
1288,5,1964,1964,TA,Gd,TA,1624,1582,1582,2,TA,7,0,1964,2,390,2006,190000
1289,8,2000,2000,Gd,TA,Gd,1501,1659,1659,2,Ex,5,1,2000,2,499,2009,278000
1290,8,2006,2006,Gd,TA,Gd,1085,1120,1970,2,Ex,8,1,2006,3,753,2006,281000
1291,5,1964,1964,TA,TA,TA,1152,1152,1152,1,TA,6,1,1964,2,484,2010,180500
1292,5,1972,1972,TA,TA,TA,630,630,1302,2,TA,6,0,1972,1,264,2009,119500
1293,5,1892,1965,TA,TA,TA,994,1378,2372,2,TA,11,0,1985,1,432,2009,107500
1294,7,1976,1976,TA,TA,Gd,832,832,1664,2,TA,8,1,1976,2,528,2006,162900
1295,5,1955,1990,TA,TA,TA,864,864,864,1,TA,5,0,1957,2,572,2006,115000
1296,5,1968,1968,TA,TA,TA,1052,1052,1052,1,TA,5,0,1968,1,288,2006,138500
1297,5,1963,1963,TA,Gd,TA,1120,1128,1128,2,TA,6,0,1963,2,525,2008,155000
1298,6,2005,2006,TA,TA,Gd,547,1072,1072,2,TA,5,0,2005,2,525,2006,140000
1299,10,2008,2008,Ex,TA,Ex,6110,4692,5642,2,Ex,12,3,2008,2,1418,2008,160000
1300,5,1959,1994,TA,TA,TA,1246,1246,1246,1,Gd,6,0,1959,1,305,2010,154000
1301,7,1999,1999,Gd,TA,Gd,978,1005,1983,2,Gd,9,1,1999,2,490,2009,225000
1302,6,1942,1950,TA,TA,TA,771,753,1494,1,Gd,7,2,1942,1,213,2009,177500
1303,8,1994,1994,Gd,TA,Gd,1165,1203,2526,2,Gd,8,1,1994,3,844,2006,290000
1304,7,2005,2005,Gd,TA,Gd,1616,1616,1616,2,Gd,7,0,2005,3,834,2006,232000
1305,7,2004,2004,Gd,TA,Gd,976,976,1708,2,Gd,7,0,2004,2,380,2006,130000
1306,9,2006,2007,Gd,TA,Ex,1652,1652,1652,2,Ex,6,2,2006,2,840,2009,325000
1307,7,2005,2006,Gd,TA,Gd,1368,1368,1368,2,Gd,6,1,2005,2,474,2006,202500
1308,5,1994,1995,TA,Gd,Gd,990,990,990,1,TA,5,0,2000,2,480,2009,138000
1309,5,1948,2005,TA,TA,TA,924,1122,1122,1,Gd,6,0,1948,2,528,2008,147000
1310,6,1991,1991,TA,TA,Gd,1278,1294,1294,2,Gd,6,0,1991,2,496,2008,179200
1311,7,1959,2002,Gd,Gd,Gd,1902,1902,1902,2,Ex,7,2,1959,2,567,2010,335000
1312,7,2005,2007,Gd,TA,Gd,1274,1274,1274,2,Gd,6,0,2005,2,508,2007,203000
1313,8,1990,1990,Gd,TA,Ex,1453,1453,2810,2,Gd,9,1,1990,2,750,2007,302000
1314,9,1999,1999,Gd,TA,Gd,1393,1422,2599,2,Gd,10,1,1999,3,779,2010,333168
1315,4,1954,1954,TA,TA,TA,948,948,948,1,TA,5,1,1956,1,280,2007,119000
1316,6,1969,1969,TA,TA,Fa,952,1092,2112,2,TA,9,2,1969,2,576,2008,206900
1317,8,2008,2008,Gd,TA,Ex,1622,1630,1630,2,Ex,8,1,2008,3,860,2009,295493
1318,7,2006,2007,Gd,TA,Ex,1352,1352,1352,2,Gd,5,1,2006,2,466,2007,208900
1319,8,2001,2002,Gd,TA,Gd,1753,1787,1787,2,Gd,7,1,2001,3,748,2006,275000
1320,4,1954,1954,TA,TA,TA,864,948,948,1,TA,5,0,1954,1,248,2007,111000
1321,6,1957,1957,TA,TA,TA,1478,1478,1478,1,TA,6,2,1957,2,442,2009,156500
1322,3,1949,1950,TA,TA,NA,0,720,720,1,TA,4,0,1955,1,287,2008,72500
1323,7,1992,1992,Gd,TA,Gd,750,1061,1923,2,Gd,8,1,1992,2,564,2010,190000
1324,4,1940,1950,Fa,TA,TA,420,708,708,1,Fa,5,0,NaN,0,0,2009,82500
1325,8,2006,2007,Gd,TA,Ex,1795,1795,1795,2,Gd,7,1,2007,3,895,2007,147000
1326,4,1922,1950,TA,TA,TA,796,796,796,1,TA,5,0,NaN,0,0,2008,55000
1327,3,1931,2006,TA,TA,TA,544,774,774,1,Gd,6,0,NaN,0,0,2007,79000
1328,5,1982,2008,Gd,Gd,TA,816,816,816,1,Gd,5,1,1982,1,264,2008,130500
1329,6,1920,1950,Gd,Gd,Gd,1510,1584,2792,2,TA,8,2,1920,2,520,2008,256000
1330,7,1998,1998,TA,TA,Gd,935,955,1632,2,TA,8,1,1998,2,462,2006,176500
1331,8,2006,2006,Gd,TA,Gd,1588,1588,1588,2,Gd,7,1,2006,3,825,2007,227000
1332,5,1976,1976,TA,TA,TA,911,954,954,1,TA,6,0,1976,2,576,2006,132500
1333,4,1938,1958,TA,TA,TA,816,816,816,1,TA,3,1,1958,1,288,2009,100000
1334,5,1938,1995,TA,TA,TA,803,803,1360,1,Gd,6,0,1951,1,297,2006,125500
1335,5,1970,1970,TA,TA,TA,765,765,1365,1,TA,7,0,1970,2,440,2009,125000
1336,6,1977,1977,TA,TA,Gd,1350,1334,1334,2,TA,6,1,1977,2,630,2009,167900
1337,5,1973,1973,TA,TA,TA,1656,1656,1656,2,TA,8,0,1973,2,506,2008,135000
1338,4,1941,1950,TA,TA,TA,693,693,693,1,Fa,4,0,NaN,0,0,2006,52500
1339,7,2002,2002,Gd,TA,Gd,916,920,1861,2,Gd,8,0,2002,2,492,2006,200000
1340,5,1972,1972,TA,Gd,TA,864,864,864,1,TA,5,0,1972,1,288,2006,128500
1341,4,1971,1971,TA,TA,TA,858,872,872,1,TA,5,0,1974,4,480,2007,123000
1342,6,2003,2004,TA,TA,Gd,1114,1114,1114,1,Gd,6,0,2004,2,576,2008,155000
1343,8,2002,2002,Gd,TA,Gd,1284,1284,2169,2,Gd,7,1,2002,2,647,2007,228500
1344,6,1928,1950,TA,TA,TA,896,1172,1913,1,TA,9,1,1929,2,342,2009,177000
1345,7,2006,2006,Gd,TA,Gd,728,728,1456,2,Gd,8,1,2006,2,440,2007,155835
1346,4,1920,1950,TA,TA,TA,960,960,960,1,Fa,5,0,1997,1,308,2007,108500
1347,7,1968,2003,TA,TA,TA,1568,2156,2156,2,TA,9,1,1968,2,508,2006,262500
1348,8,2006,2007,Gd,TA,Ex,1732,1776,1776,2,Gd,7,1,2006,3,712,2007,283463
1349,7,1998,1998,Gd,TA,Gd,1482,1494,1494,2,Gd,5,1,1998,2,514,2007,215000
1350,8,1872,1987,TA,Gd,TA,684,938,2358,2,TA,8,0,NaN,0,0,2008,122000
1351,5,1969,1969,TA,TA,TA,1248,1338,2634,2,TA,12,0,1969,4,968,2009,200000
1352,6,1962,1962,TA,TA,TA,858,858,1716,1,TA,8,1,1962,2,490,2008,171000
1353,6,1937,2000,Gd,TA,TA,698,786,1176,1,TA,4,0,1999,2,624,2009,134900
1354,8,1995,1996,Gd,TA,Gd,2033,2053,3238,2,Gd,9,1,1996,3,666,2010,410000
1355,7,2000,2000,Gd,TA,Gd,992,992,1865,2,Gd,7,1,2000,3,839,2008,235000
1356,7,1968,1992,TA,TA,TA,570,1222,1920,3,Gd,8,1,1968,2,487,2006,170000
1357,5,1966,1966,TA,TA,TA,864,892,892,1,TA,5,0,1966,1,264,2008,110000
1358,5,1971,2008,TA,TA,TA,1078,1078,1078,1,TA,6,1,1971,2,500,2010,149900
1359,6,2000,2000,Gd,TA,Gd,756,769,1573,2,Gd,5,0,2000,2,440,2010,177500
